GENERATION,SHEET_YEAR,COLUMN_INDEX,COLUMN_LETTER,GROUP_HEADER,SOURCE_HEADER,SAMPLE_LOAD_ID
2026-67col,2026,24,Y,Year-end bonus (paid in each Feb),Year-end bonus (Currency),723
2026-67col,2026,25,Z,Year-end bonus (paid in each Feb),Max Year-end bonus amount in 2026,723
2026-67col,2026,26,AA,Year-end bonus (paid in each Feb),Actual Year-end Bonus amount Paid in 2026,723
2026-67col,2026,27,AB,Half-year bonus (paid in each Sep ),Eligible for Half-year bonus ,723
2026-67col,2026,28,AC,Half-year bonus (paid in each Sep ),Half-Year bonus (Currency),723
2026-67col,2026,29,AD,Half-year bonus (paid in each Sep ),Max Half-year bonus amount in 2026,723
2026-67col,2026,30,AE,Half-year bonus (paid in each Sep ),Actual Half-year Bonus amount Paid in 2026,723
2026-67col,2026,31,AF,13th Month salary / Aguinaldo / Christmas Bonus,Eligible for 13th Month salary / Christmas Bonus / Aguinaldo,723
2026-67col,2026,32,AG,13th Month salary / Aguinaldo / Christmas Bonus,13th Month salary (Currency),723
2026-67col,2026,33,AH,13th Month salary / Aguinaldo / Christmas Bonus,Max 13th Month salary / Aguinaldo / Christmas Bonus in 2026,723
2026-67col,2026,34,AI,13th Month salary / Aguinaldo / Christmas Bonus,Actual 13th Month salary paid in 2026,723
2026-67col,2026,35,AJ,"Holiday Bonus ( France in July, NYCE in March)",Eligible for Holiday Bonus,723
2026-67col,2026,36,AK,"Holiday Bonus ( France in July, NYCE in March)",Holiday Bonus (Currency),723
2026-67col,2026,37,AL,"Holiday Bonus ( France in July, NYCE in March)",Max Holiday Bonus amount in 2026,723
2026-67col,2026,38,AM,"Holiday Bonus ( France in July, NYCE in March)",Actual Holiday Bonus amount paid in 2026,723
2026-67col,2026,39,AN,Profit sharing-NYCE (Paid in each April),Eligible for Profit Sharing,723
2026-67col,2026,40,AO,Profit sharing-NYCE (Paid in each April),Profit Sharing (Currency),723
2026-67col,2026,41,AP,Profit sharing-NYCE (Paid in each April),Max Profit Sharing amount in 2026,723
2026-67col,2026,42,AQ,Profit sharing-NYCE (Paid in each April),Actual Profit Sharing amount Paid in 2026,723
2026-67col,2026,43,AR,CCLAB Bonus (paid in Jan),Eligible for CCLAB Bonus,723
2026-67col,2026,44,AS,CCLAB Bonus (paid in Jan),CCLAB bonus (Currency),723
2026-67col,2026,45,AT,CCLAB Bonus (paid in Jan),MaxCCLAB Bonus amount paid in 2026,723
2026-67col,2026,46,AU,CCLAB Bonus (paid in Jan),Actual Bonus amount paid in 2026,723
2026-67col,2026,47,AV,Gratuity,Eligible for Gratuity,723
2026-67col,2026,48,AW,Gratuity,Gratuity (Currency),723
2026-67col,2026,49,AX,Gratuity,Max Gratuity in 2026,723
2026-67col,2026,50,AY,Gratuity,Actual Gratuity paid in 2026,723
2026-67col,2026,51,AZ,Actual Auditor Bonus (Paid Quarterly) 2026,Auditor Bonus (Currency),723
2026-67col,2026,52,BA,Actual Auditor Bonus (Paid Quarterly) 2026,"Auditor Bonus paid
2026 Q1",723
2026-67col,2026,53,BB,Actual Auditor Bonus (Paid Quarterly) 2026,"Auditor Bonus paid
2026 Q2",723
2026-67col,2026,54,BC,Actual Auditor Bonus (Paid Quarterly) 2026,"Auditor Bonus paid
2026 Q3",723
2026-67col,2026,55,BD,Actual Auditor Bonus (Paid Quarterly) 2026,"Auditor Bonus paid
2026 Q4",723
2026-67col,2026,56,BE,Actual Auditor Bonus (Paid Quarterly) 2026,Commission (Currency),723
2026-67col,2026,57,BF,Commission / Quarterly bonus 2026,"Commissions paid
2026 Q1",723
2026-67col,2026,58,BG,Commission / Quarterly bonus 2026,"Commissions paid
2026 Q2",723
2026-67col,2026,59,BH,Commission / Quarterly bonus 2026,"Commissions paid
2026 Q3",723
2026-67col,2026,60,BI,Commission / Quarterly bonus 2026,"Commissions paid
2026 Q4",723
2026-67col,2026,61,BJ,Adhoc payment / Bonus,Payment type,723
2026-67col,2026,62,BK,Adhoc payment / Bonus,Currency,723
2026-67col,2026,63,BL,Adhoc payment / Bonus,Bonus amount,723
2026-67col,2026,64,BM,External HC,Agency Name,723
2026-67col,2026,65,BN,External HC,Agency Fee,723
2026-67col,2026,66,BO,Other,Remarks,723
2026-75col,2026,0,A,Employee Information (QIMA PEOPLE),Employee SAP ID,811
2026-75col,2026,1,B,Employee Information (QIMA PEOPLE),SAP Staff Name,811
2026-75col,2026,2,C,Employee Information (QIMA PEOPLE),Join Date,811
2026-75col,2026,3,D,Employee Information (QIMA PEOPLE),Leave Date,811
2026-75col,2026,4,E,Employee Information (QIMA PEOPLE),Subsidiary,811
2026-75col,2026,5,F,Contractual salary (As per Contract),Monthly Gross Salary,811
2026-75col,2026,6,G,Contractual salary (As per Contract),Monthly Allowance / 2nd part of salary,811
2026-75col,2026,7,H,Contractual salary (As per Contract),QIMA (Employer) Social Charges,811
2026-75col,2026,8,I,Contractual salary (As per Contract),Total Monthly Salary cost (F+G+H),811
2026-75col,2026,9,J,Contractual salary (As per Contract),Currency,811
2026-75col,2026,10,K,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Jan 2026",811
2026-75col,2026,11,L,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Feb 2026",811
2026-75col,2026,12,M,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Mar 2026",811
2026-75col,2026,13,N,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Apr 2026",811
2026-75col,2026,14,O,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
May 2026",811
2026-75col,2026,15,P,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Jun 2026",811
2026-75col,2026,16,Q,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Jul 2026",811
2026-75col,2026,17,R,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Aug 2026",811
2026-75col,2026,18,S,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Sept 2026",811
2026-75col,2026,19,T,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Oct 2026",811
2026-75col,2026,20,U,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Nov 2026",811
2026-75col,2026,21,V,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,"Actual salary
Dec 2026",811
2026-75col,2026,22,W,QIMA 2026 Monthly Actual Total Salary cost (local Currency) --not including any bonus or commission,Total salary 2026,811
2026-75col,2026,23,X,Year-end bonus (paid in each Feb),Eligible for Year-end bonus ,811
2026-75col,2026,24,Y,Year-end bonus (paid in each Feb),Year-end bonus (Currency),811
2026-75col,2026,25,Z,Year-end bonus (paid in each Feb),Max Year-end bonus amount in 2026,811
2026-75col,2026,26,AA,Year-end bonus (paid in each Feb),Actual Year-end Bonus amount Paid in 2026,811
2026-75col,2026,27,AB,Half-year bonus (paid in each Sep ),Eligible for Half-year bonus ,811
2026-75col,2026,28,AC,Half-year bonus (paid in each Sep ),Half-Year bonus (Currency),811
2026-75col,2026,29,AD,Half-year bonus (paid in each Sep ),Max Half-year bonus amount in 2026,811
2026-75col,2026,30,AE,Half-year bonus (paid in each Sep ),Actual Half-year Bonus amount Paid in 2026,811
2026-75col,2026,31,AF,13th Month salary / Aguinaldo / Christmas Bonus,Eligible for 13th Month salary / Christmas Bonus / Aguinaldo,811
2026-75col,2026,32,AG,13th Month salary / Aguinaldo / Christmas Bonus,13th Month salary (Currency),811
2026-75col,2026,33,AH,13th Month salary / Aguinaldo / Christmas Bonus,Max 13th Month salary / Aguinaldo / Christmas Bonus in 2026,811
2026-75col,2026,34,AI,13th Month salary / Aguinaldo / Christmas Bonus,Actual 13th Month salary paid in 2026,811
2026-75col,2026,35,AJ,"Holiday Bonus ( France in July, NYCE in March)",Eligible for Holiday Bonus,811
2026-75col,2026,36,AK,"Holiday Bonus ( France in July, NYCE in March)",Holiday Bonus (Currency),811
2026-75col,2026,37,AL,"Holiday Bonus ( France in July, NYCE in March)",Max Holiday Bonus amount in 2026,811
2026-75col,2026,38,AM,"Holiday Bonus ( France in July, NYCE in March)",Actual Holiday Bonus amount paid in 2026,811
2026-75col,2026,39,AN,Profit sharing-NYCE (Paid in each April),Eligible for Profit Sharing,811
2026-75col,2026,40,AO,Profit sharing-NYCE (Paid in each April),Profit Sharing (Currency),811
2026-75col,2026,41,AP,Profit sharing-NYCE (Paid in each April),Max Profit Sharing amount in 2026,811
2026-75col,2026,42,AQ,Profit sharing-NYCE (Paid in each April),Actual Profit Sharing amount Paid in 2026,811
2026-75col,2026,43,AR,CCLAB Bonus (paid in Jan),Eligible for CCLAB Bonus,811
2026-75col,2026,44,AS,CCLAB Bonus (paid in Jan),CCLAB bonus (Currency),811
2026-75col,2026,45,AT,CCLAB Bonus (paid in Jan),MaxCCLAB Bonus amount paid in 2026,811
2026-75col,2026,46,AU,CCLAB Bonus (paid in Jan),Actual Bonus amount paid in 2026,811
2026-75col,2026,47,AV,Gratuity,Eligible for Gratuity,811
2026-75col,2026,48,AW,Gratuity,Gratuity (Currency),811
2026-75col,2026,49,AX,Gratuity,Max Gratuity in 2026,811
2026-75col,2026,50,AY,Gratuity,Actual Gratuity paid in 2026,811
2026-75col,2026,51,AZ,Actual Auditor Bonus (Paid Quarterly) 2026,Auditor Bonus (Currency),811
2026-75col,2026,52,BA,Actual Auditor Bonus (Paid Quarterly) 2026,"Auditor Bonus paid
2026 Q1",811
2026-75col,2026,53,BB,Actual Auditor Bonus (Paid Quarterly) 2026,"Auditor Bonus paid
2026 Q2",811
2026-75col,2026,54,BC,Actual Auditor Bonus (Paid Quarterly) 2026,"Auditor Bonus paid
2026 Q3",811
2026-75col,2026,55,BD,Actual Auditor Bonus (Paid Quarterly) 2026,"Auditor Bonus paid
2026 Q4",811
2026-75col,2026,56,BE,Actual Auditor Bonus (Paid Quarterly) 2026,Commission (Currency),811
2026-75col,2026,57,BF,Commission / Quarterly bonus 2026,"Commissions paid
2026 Q1",811
2026-75col,2026,58,BG,Commission / Quarterly bonus 2026,"Commissions paid
2026 Q2",811
2026-75col,2026,59,BH,Commission / Quarterly bonus 2026,"Commissions paid
2026 Q3",811
2026-75col,2026,60,BI,Commission / Quarterly bonus 2026,"Commissions paid
2026 Q4",811
2026-75col,2026,61,BJ,Adhoc payment / Bonus,Payment type,811
2026-75col,2026,62,BK,Adhoc payment / Bonus,Currency,811
2026-75col,2026,63,BL,Adhoc payment / Bonus,Bonus amount,811
2026-75col,2026,64,BM,External HC,Agency Name,811
2026-75col,2026,65,BN,External HC,Agency Fee,811
2026-75col,2026,66,BO,Other,Remarks,811
2026-75col,2026,67,BP,Eid festival bonus (paid in Feb),Eligible for Eid Festible Bonus,811
2026-75col,2026,68,BQ,Eid festival bonus (paid in Feb),Currency,811
2026-75col,2026,69,BR,Eid festival bonus (paid in Feb),Max Eid Festible Bonus (Local Currency),811
2026-75col,2026,70,BS,Eid festival bonus (paid in Feb),Actual Paid Eid Festible Bonus (Local Currency),811
2026-75col,2026,71,BT,Eid festival bonus (paid in April),Eligible for Eid Festible Bonus,811
2026-75col,2026,72,BU,Eid festival bonus (paid in April),Currency,811
2026-75col,2026,73,BV,Eid festival bonus (paid in April),Max Eid Festible Bonus (Local Currency),811
2026-75col,2026,74,BW,Eid festival bonus (paid in April),Actual Paid Eid Festible Bonus (Local Currency),811
